issue_year,issue_no,ordinal,period_from,period_to,topic,crops,body,source_file
2023,10,12,2023-03-06,2023-03-12,동계전정 시 준수사항,,"❍ 과수화상병 등 주요병해의 사전예방을 위하여 과수원을 청결하게 관리하여 과수원 출입용 신발과 작업복은 외부 활동용과 구별 사용
❍ 병해충 등으로 오염된 흙이 작업자의 신발 등의 매개로 인하여 기존 오염되지 않은 과원으로 전이되지 않도록 주변 과수원 방문 자제
❍ 사용한 전정가위는 반드시 철저히 소독 후 다른 나무를 전정하는 데 사용
❍ 과원마다 전정가위를 따로 구비하여 해당 과원에서만 사용하도록 하며 농작업을 하는 사람(작업단)의 과수원 출입 시 작업도구를 반드시 소독",10호_10호_주간농사정보 제10호 (2023.03.06.~03.12.).txt
2023,10,13,2023-03-06,2023-03-12,복숭아 월동병해충 방제,복숭아,"❍ (동계약제) 기계유유제, 석회유황합제, 석회보르도액 살포
- 동계약제 방제는 2월 중순부터 개화기 사이에 진행됨
- 동계약제는 연속해서 다른 약제를 살포하면 약해가 발생하거나 약효가 떨어질 수 있으므로 일정한 간격을 두고 살포
- 2월 중·하순경 기계유유제 살포를 시작으로 30일 뒤에 석회유황합제 살포, 20~30일 후(개화직전~개화초기)에 석회보르도액 살포함
❍ (기계유유제) 깍지벌레, 응애류, 진딧물 등 해충을 방제하는 효과
- 해충 표면에 얇은 피막을 형성하고, 해충의 호흡을 막아 질식시키는 원리로 살충 작용을 함
- 나무 수세가 약하거나 유목인 경우 살포 여부를 신중히 결정함
❍ (석회유황합제) 잎오갈병, 잿빛무늬병, 흰가루병 등 병해충 방제하는 효과
- 주로 살균제로 사용하고 있으나 살충효과도 볼 수 있음
- 선단부 중심 철저히 살포하며, 약액 건조 후 닿지 않는 곳 추가 살포
- 금속을 부식시키는 성질이 있어 금속제 도구 사용은 피하고 철저히 세척함
❍ (석회보르도액) 유산동·생석회의 혼합물로 세균구멍병 등 방제 효과 있음
- 약효 지속력이 크고, 비교적 광범위한 병원균에 유효한 살균제임
- 석회보르도액은 개화 직전에 살포하는 약제로
- 복숭아는 생육(고온기) 살포는 약해를 유발하므로 잎이 있는 시기에는 유사한 약제인 아연보르도액을 사용함
- 석회보르도액은 완전히 건조한 뒤 막을 형성하여야 약효가 나타나므로 비가 오기 직전이나 직후에는 살포를 피해야 함",10호_10호_주간농사정보 제10호 (2023.03.06.~03.12.).txt
2023,10,14,2023-03-06,2023-03-12,장미 묘목 생산 방법,"오리,장미","❍ 장미는 국내에서 매우 중요한 화정으로 절화(꺾은 꽃)는 주로 온실 내 양액재배를 통해 재배되는데, 경기 고양과 경남 김해 지역에서의 재배가 널리 알려져 있음
❍ 장미의 시설 내 재배는 암면에 육묘한 양액재배를 많이 이용하는데, 암면재배에서는 삽목묘(꺾꽂이모)나 접삽묘 등이 많이 이용되고 있음
❍ (삽목) 장미 번식방법에서 대표적인 영양번식 방법으로는 접목과 더불어 많이 이용하고 있으며, 절화용 장미뿐만 아니라, 분화용 장미의 주요 번식 방법임
- 삽목방법은 성숙한 가지(꽃봉오리 시기에서 꽃잎 색이 보이는 때)를 삽수로 하여 삽수당 1~2 마디로 길이 5~6㎝ 정도로 만듦
- 아래쪽 마디에 붙어있는 잎은 제거하고 위쪽의 잎은 부착된 상태로 삽목용토(암면, 펄라이트, 질석 등)에 삽목하고, 삽목 후 30~40일 후면 정식 가능한 상태로 활착되며 발근함
- 삽목은 습도를 높게 유지하기 위해 미스트·포그 등의 시설을 이용하는 것이 좋으며 삽목 발근 시 온도는 23~25℃ 정도가 좋음
- 삽수는 개화 직전 또는 개화한 상태로 눈이 충실한 중간 부위가 좋음
- 조제한 삽수는 20분 정도 깨끗한 물에 담가 두는 것이 좋고 옥신계열의 발근촉진제 처리가 효과적임
❍ (접삽묘) 뿌리가 없는 대목에 잎이 달린 가지를 접목하여 발근과 활착을 동시에 시키는 것으로 삽목과 접목을 함께 하는 방법임
- 접목은 연중 가능하지만 생육 왕성한 3~5월에 주로 하며 접목 후 45일이면 정식이 가능함
- 접삽묘는 대목과 삽수 모두 휴면지를 이용할 수 있음
- 접수는 직경 5~8mm의 1년생 휴면지를 1~2월에 채취하여 0~5℃에서 건조하지 않도록 보존하면서 이용하는 것이 좋음
- 대목과 접수의 굵기는 가능한 한 비슷한 것이 좋으며 대목이 접수 보다 가는 것은 좋지 않음
- 대목은 눈을 모두 제거하고 5~10㎝ 길이로 자르며, 접수는 삽목 할 때와 비슷한 것을 눈 1개씩 붙여 자르고 대목과 접수 모두 물올림을 해 둠
- 접목방법에는 절접(깎기접), 혀접(설접), 맞춤접 등이 있으며 절접은 실생대목을 이용할 때와 같은 방법으로 하지만 실생대목에 비해 대목의 껍질 부분이 얇기 때문에 신중하게 작업을 해야 함
- 접목이 끝난 묘는 7.5㎝ 큐브에 삽목하고 실생대목을 이용한 녹지접과 같은 조건하에서 양생함
- 활착 후에는 점차 평상조건으로 적응시키고 큐브 밑부분으로 뿌리가 나오면 정식함
❍ (휴면지 이용 절접묘) 접목할 때는 접수의 눈은 휴면중에 있어야 하며 접목 시기는 일반적으로 1~3월이 적당함
- 저온을 충분하게 경과하고 잎이 없는 휴면지를 접수로 이용하며 접수는 지난해에 개화한 가지로 눈이 충실한 중간부위가 좋음
- 접수와 대목을 절단면이 평탄하면서 매끈하도록 칼날로 자르고 자르는 기술이 작업능률, 활착률에 영향을 줌
- 접목 후에는 젖은 톱밥이나 피트, 펄라이트 등을 넣은 나무상자에 조밀하게 심고 비닐 등으로 밀봉하여 야간온도 15~17℃의 온실에 둠
- 정식은 관리온도에 따라 상이하지만 40일 정도면 가능하고 대묘를 정식 할 경우에는 40~50일 후에 가식하여 1회 순지르기할 때까지 육묘함
❍ (녹지 절접묘) 잎이 달려있고 생육중인 가지를 접수로 사용하고 실생대목에 절접 하여 미스트 조건에서 활착시키는 방법
- 대목을 저온저장 해 두면 연중 묘 생산이 가능하고 생육이 매우 빨라 4~6월경에는 25~30일 후 정식이 가능함
- 접목방법은 휴면지 이용 절접묘와 같으며 접목 후에는 펄라이트와 피트모스를 1 : 1로 혼합한 배지가 들어있는 상자에 촘촘하게 심어 미스트실에 넣어 관리함
❍ (아접묘) 눈접묘라고도 함, 미리 양성해 놓은 아접용 대목에 꽃이 핀 직후 가지에서 채취한 건전한 눈을 이용하여 접목하는 것
- 나무껍질이 벗겨지기 쉬운 9월 상순~10월 중순에 주로 실시함
- 아접은 접수의 잎과 가시를 제거하여 충분하게 물올림 시킨 후, 대목을 T자형으로 껍질을 벗기고 눈을 삽입하여 접목부 전부를 비닐테이프로 적당하게 묶음
- 12월 중순 이후에 파내어 정식시기에 맞추어 발아시킴
- 아접묘 생산은 절화생산 농가가 자가묘 생산수단으로 이용하는 경우는 거의 없고 육묘업자 주체가 거의 대부분임",10호_10호_주간농사정보 제10호 (2023.03.06.~03.12.).txt
2023,10,15,2023-03-06,2023-03-12,인삼 모종삼 이식 준비,,"❍ (채굴시기) 묘삼 이식은 3월 중순 ~ 4월 상순에 땅이 해동할 때
- 결주로 인한 수량 감소를 막기 위해 일찍 이식하는 것이 좋음
❍ (묘삼채굴) 모종삼은 채굴 후 바로 심어야 함
- 이식 날짜를 정해 채굴하면 모잘록병, 잿빛곰팡이병 감소
- 발뇌전 삽이나 가래로 두둑 양 측면을 깊이 파낸 후 호미로 채굴
- 묘삼 구입 후나 저장고에 보관 뒤 식재 때는 소독 후 이식
❍ (묘삼선별) 건조하지 않게 채굴된 묘삼 덮어둘 것
- 묘삼이 햇빛을 받지 않게 하며 그늘에서 크기별 분류
- 양질의 묘삼은 눈이 굵고 뿌리 매끈. 15㎝ 이상, 1채 800본 이내
- 선별된 묘삼의 발뇌 예방을 위해 종이박스에 담아 비닐 밀봉. 이식 때까지 서늘한 곳에 보관
- 긴 묘삼은 16㎝로 절단. 잔뿌리는 떼어내고 즉시 소독하여 심음
- 토양이 건조하거나 과습하지 않은 곳에 본포 이식하는 경우, 이식 후 부초를 잘해 주면 별다른 피해 없음
❍ (포장관리) 이식하기 전 두둑 위 흙덩이를 잘게 부숴 줌
- 작판 정지기는 3가지 작업(로터리 작업, 두둑 표면 및 양 측면 고르기 등)을 동시에 할 수 있어 편리함",10호_10호_주간농사정보 제10호 (2023.03.06.~03.12.).txt
2023,10,16,2023-03-06,2023-03-12,약용작물 파종,,"❍ (식방풍) 직파나 아주심기(정식)하여 재배
- 갯기름나물은 비옥한 토양에 거름 충분히 주고 직파해 1년생으로 수확
- 봄에 파종해서 육묘한 후 이듬해, 사양토나 양토 육묘상에 아주심기(정식) 하여 재배
❍ (강활) 직파재배와 육묘 이식 재배, 그리고 정단부 노두 심는 방법
- 직파재배는 본 밭에 바로 종자를 뿌려서 재배하는 방법
- 육묘 이식 재배는 묘판에 1년간 육묘하여 심는 재배 방법
- 그리고 가을에 따로 저장해둔 뿌리 정단부 노두를 심는 방법이 있음
- 직파재배는 2년간 재배하여 추대 많아지면 수량성 낮아질 수 있어 노력비 절감
- 육묘 재배는 잔뿌리 발생이 적어 상품성과 수량성이 높음",10호_10호_주간농사정보 제10호 (2023.03.06.~03.12.).txt
2023,10,17,2023-03-06,2023-03-12,느타리 버섯,느타리버섯,"❍ 봄철 느타리버섯 균 기르기 작업 때는 배지온도 유지관리 중요
- 초기 22℃로 5~7일, 중기 23~24℃로 10~12일, 후기 25~27℃로
- 균상온도 32℃ 이상이 되면 잡균이 발생하기 쉬움
- 많은 유리수가 생성되면 병원균 전염의 원인이 될 수 있음
- 실내 온도를 서서히 낮추고 환기를 시켜 신선한 공기 유입
- 배지에 가스 축적이나 과습 부위가 있으면 균사 배양 중 균덩이현상이 생겨 버섯 발생이 되지 않으므로 유의
❍ 수시로 균이 자라는 기간에 균상의 병 발생유무를 살피고 발견 시 초기 예방 및 조치함
❍ (돼지설사병) 2~4월 발생多, 세척제와 소독제 함께 사용.(허가제품 사용)
❍ (사료작물) 재생기 확인 후 웃거름 주기, 눌러주기(진압)를 통해 풀사료 생산성 향상
❍ (AI‧구제역ASF) 농장·근로자 소독 생활화, 울타리 점검 등 차단 방역활동 철저",10호_10호_주간농사정보 제10호 (2023.03.06.~03.12.).txt
2023,10,18,2023-03-06,2023-03-12,가축 전염병 방역관리,,"❍ 가축 전염병 특별방역 대책기간 운영('22년 10월∼'23년 2월, 농식품부)
❍ 비나 눈이 온 뒤에는 침수된 장소의 물을 빼내는 등 깨끗하게 청소한 후, 환경에 맞는 적절한 소독제를 살포하여 축사 및 가축 위생관리
❍ 농장 출입 시 소독 철저, 내부관리 철저, 축사 출입 시 장화 갈아신기 및 손 소독, 축사 내부 매일 소독 등 철저한 방역수칙 준수요청
- 축산 관계차량은 되도록 농장에 들어오지 못하도록 차단하고,  부득이한 경우 차량 전체, 특히 바퀴 및 하부 등을 추가 세척소독
❍ 농가에서는 아프리카돼지열병, 구제역 등을 막기 위해 ①외부 울타리, ②내부 울타리, ③입출하대, ④방역실, ⑤전실, ⑥물품 반입 시설, ⑦방충‧방조망, ⑧폐기물 보관 시설 등의 방역 시설 설치
- 전실에는 신발소독조, 신발장, 세척장비, 손 세척 또는 소독 설비를 설치하고, 반드시 내부장화를 갈아신고 전실을 통해서만 사육동 내부로 출입
❍ (가금) 농가에서는 야생조류가 접근하지 못하도록 사료나 잔반 등을 야외에 방치하지 말고, 계사와 퇴비장에 방조망을 설치하여야 함.
❍ (양돈) 2~4월에 가장 많이 발생하는 돼지유행성설사병은 구토와 묽은 설사 증상이 나타나는 제3종 가축전염병 가운데 하나다.
- 모든 연령의 돼지에서 발생하지만, 특히 1주령 이하의 새끼돼지는 지속되는 설사로 인해 심한 경우 폐사에 이르며, 이 시기의 평균 폐사율은 50%에 이른다.
- 바이러스는 돼지 분변으로 많은 양을 배출하고, 낮은 온도에서도 수일 동안 생존하여 농장 내 돼지에게 빠르게 퍼져 쉽게 감염된다.
- 돼지 출하로 축사가 비워질 경우 세척단계에서 세척제와 소독제를 함께 사용하면 바이러스 사멸 효과가 16배 이상 증가한다.
- 소독제는 농장에서 발생하는 질병의 원인 병원체를 제어할 수 있는 제품을 사용해야 하며, 농림축산식품부에서 동물용으로 허가한 제품을 선택하도록 한다.
❍ 가축전염병 의심 시 즉시 방역기관 신고(1588-9060/4060)",10호_10호_주간농사정보 제10호 (2023.03.06.~03.12.).txt
2023,10,19,2023-03-06,2023-03-12,사료작물 관리,"보리,이탈리안라이그라스","❍ 이탈리안라이그라스는 뿌리가 땅속 깊이 내려가지 않고 토양 표면 아래 넓게 퍼져 자라기 때문에 얼어있던 땅이 녹을 때 작물의 밑동이 솟구치는데 이때 서릿발에 뿌리가 얼거나 마르는 피해가 발생한다.
- 2월 하순에 언 땅이 녹고 장비 투입이 가능할 때 반드시 눌러주기(진압)를 실시하고, 이와 함께 물 빼는 길(배수로)을 정비해 습해를 예방한다.
❍ 웃거름은 겨우내 자람이 멈췄던 작물이 다시 자라기 시작하는 재생기에 줘야 한다. 웃거름을 너무 빨리 주면 이용 효율이 감소하고, 너무 늦게 주면 생육이 늦어져 수량이 줄고 수확 시기도 늦어진다.
- 웃거름 주는 적정 시기는 사료작물 일부 개체를 땅에서 약 3cm 높이로 자른 후, 1cm 이상 자란 시기를 관찰하여 준다.
- 웃거름 양은 이탈리안라이그라스(IRG)의 경우 ha당 요소비료220kg(11포), 청보리와 호밀은 120kg(6포) 정도가 적당함.
❍ (한우) 농가는 송아지에게 초유를 충분히 주고, 우방 보온 관리를 통해 호흡기 질병과 설사병을 예방
❍ (젖소) 유방염 발생이 증가할 수 있으므로, 규칙적이고 위생적인 착유 관리 및 축사 바닥 청결관리 유의
- 축사바닥에 습기가 많으면 유해균 증식, 가스발생, 유방염발생, 번식률 하락 등 손실이 발생하므로 건조하고 부드럽게 관리
❍ (돼지) 일교차가 5℃ 이상이 되면 질병 저항력이 떨어지므로 유의하고, 특히 면역력이 약한 자돈의 온도관리에 신경 써야 함
- 갑작스러운 찬 공기 유입으로 호흡기 질병 등이 발생하지 않도록 주의하고, 찬바람이 직접 피부에 닿지 않도록 돈사 환기 시 유의
❍ (닭) 사육농가는 열풍기를 미리 점검하여 적정온도 이하로 내려갈 경우에 열풍기가 가동되도록 하고, 틈새 바람 유입방지에 신경써야 함
- 계사 유해가스 발생과 냉기류 유입을 차단하기 위해 환기량 조절 필요
- 어린 병아리는 저온에 매우 민감하므로 추위에 노출되지 않도록 관리해야 함. 특히 온도에 가장 민감한 1주령 이내에는 저온에 노출되면 폐사율이 증가하므로 32℃ 이상을 유지",10호_10호_주간농사정보 제10호 (2023.03.06.~03.12.).txt
2023,10,20,2023-03-06,2023-03-12,구제역 백신접종,,"❍ 구제역 백신접종 미실시 농가는 관련법에 따라 1,000만원 이하의 과태료가 부과되므로 소(염소), 돼지 농가는 반드시 접종
- (소염소) 2차례 일제 접종(지자체 방역여건 감안하여 시기 조정)
- (돼지) 출생 2월령 1차, 1달 후 2차 접종(이후 6개월마다 추가접종)
❍ 구제역 백신은 반드시 직사광선을 피하고 냉장상태(2∼8℃) 보관
❍ 구제역 백신은 오일 성분을 포함하고 있어 낮은 온도에서는 접종에 어려움이 있을 수 있으므로, 보다 쉽게 하기 위하여 상온(15∼25℃)에 놓아두었다가 2∼3시간 이내에 접종하여야 함
❍ 접종 전후 철저한 방역관리로 구제역 사전 차단
- (접종 전) 방역복, 장화, 장갑 착용 후 축사마다 환복 원칙 준수
- (접종 시) 백신접종요령 준수, 주사부위가 오염되지 않도록 주의
- (접종 후) 접종 후 인력차량사용물품에 대한 세척 및 소독철저
❍ 접종 후‘구제역 예방접종 실시대장’을 작성하여 반드시 3년간 보관하고, 종돈은‘이력관리시스템’에 예방접종내역 등록",10호_10호_주간농사정보 제10호 (2023.03.06.~03.12.).txt
2023,10,21,2023-03-06,2023-03-12,봄철 및 유밀기 관리,,"❍ (유밀기 준비) 아까시나무는 국내 최대 밀원으로 수령 8~20년생이 비교적 꿀을 많이 분비하며, 남부 지방은 5월 상중순, 중부 지방 5월 중하순, 중북부 지방은 5월 하순부터 6월 초순까지 약 10일 정도 개화함. 개화기는 일년 중 가장 많은 꿀이 들어오는 시기이므로 미리 준비하지 않으면 양봉 경영에 막대한 지장을 초래함. 유밀 지역은 아까시나무가 군락화 되어있고 잎이 번성하며 병해충의 발생이 없는 지역을 선택함. 양봉 농가는 채밀군을 조성하고 저밀할 빈 벌집의 준비 및 채밀을 위한 관련 도구들의 정비 등을 실시함
- 봉군은 봄철 정상적인 발육이 진행된 경우 일벌의 개체군이 급격히 증가하여 분봉열이 발생하는 시기임. 분봉은 봉군의 경제성을 상실하기 때문에 분봉이 발생하지 않도록 벌집의 반전과 전환 등 적절한 시기에 벌집 기초틀(소초광) 등을 넣어주어 산란력을 확보하고 일벌의 포육력을 유지하는 등의 사전 예방이 무엇보다도 중요함
❍ (채밀군 조성) 아까시나무는 개화기가 짧으면서 많은 꿀을 분비하므로 봉군은 12매(26,000마리 일벌) 이상의 벌로 계상을 조성함. 특히 일벌의 구성은 출방 18일 이후의 채집 적령 일벌을 규모화하는 것이 필요함. 즉 5월 중순의 적령 일벌의 규모화를 위해서는 알에서 성충 일벌의 출방까지 21일이 소요되며, 내역 기간 18일 정도로 총 40여 일이 걸림. 그러므로 최소 목적으로 하는 아까시나무 개화 40일 전 즉 3월 하순과 4월 초순에 여왕벌로 하여금 집중적으로 산란하게 하는 것이 매우 중요함. 이러한 봉군을 양성하기 위해서는 지난해 월동벌의 규모가 5~8매 벌(1매 약 2,200마리 일벌)의 강군으로 월동하는 것이 요구됨
❍ (벌집 조성) 벌집은 양봉상 중요한 기구 중의 하나로서 농가는 벌집을 종류별로 관리하는 것이 필수적임. 가을철 월동기 저밀 벌집과 이른 봄철 산란 벌집으로는 묵은 벌집을 이용하고 봄철 증식기와 유밀기 군세 성장기에는 새 벌집을 이용하는 등 필요에 따라 벌집을 바로 이용할 수 있도록 함. 봄철 증식기 이후 유밀기에 있어서도 일벌들은 밀랍의 분비력이 왕성한 때이므로 한 봉군에서 2일 정도면 1장의 벌집을 완성할 수 있게 됨. 이 시기에 바로 봉군의 중간에 벌집 기초틀을 넣어주면 일벌들은 신속히 조소하며 여왕벌이 바로 산란할 수 있도록 함
- 월동벌을 축소하여 관리한 후 약 40일 이후에는 벌들이 급격히 증가하여 벌집 사이 먹이판, 격판 외측 등 벌집 주변부 빈 공간에 새로운 벌집을 짓게 됨. 이때에는 벌집을 반전하거나 벌집 간에 위치를 교환하며, 어린 일벌들이 계속하여 증가하게 되면 빈 벌집 기초틀을 넣어주어 새로운 벌집을 만들어 주도록 함. 빈 벌집을 만들 때에 약간의 당액을 공급해주면 만드는 시간을 단축할 수 있음
❍ (벌집 배열) 유밀기 봉군 내 벌집 배열은 꿀이 들어오기 시작하면 단상의 양쪽 가장자리 바깥 벌집은 빈 벌집으로 대체하여 일벌들이 바로 저밀하게 함. 다음 날 봉군 내검 시 폭밀이 확인되면 이 벌집들을 바로 계상으로 올리며 단상에는 다시 빈 벌집을 넣어 주어 일벌들로 하여금 저밀이 용이하도록 함
❍ (계상 올리기) 봉군 번식이 증식기에 이르면 남부 지방의 경우는 4월 초순부터 중부 지방은 4월 중하순부터 계상을 올리게 됨. 계상을 올리는 시기는 여왕벌의 산란력과 일벌의 포육력과의 관계를 고려하며 보통 봉군 내 일벌이 8매 벌(약 18,000벌) 이상이 되면 일벌의 포육력이 여왕벌의 산란력을 능가하는 시기이다. 이때의 봉군은 봉개된 번데기 벌집이 3~4장 이상이어야 함
- 먼저 단상을 내검하여 노숙 봉개 번데기 벌집을 2~3장을 골라 놓음. 이후 계상 벌통의 양쪽 가장자리에 저밀 벌집을 넣고 그 사이에 단상의 노숙 번데기 벌집을 위치시키고, 저밀 벌집 바깥쪽에 사양기를 위치시킴. 단상의 벌집을 정리하고 1~2장의 벌집 기초틀(소초광)을 넣어 일벌들로 하여금 벌집을 조성하도록 함. 단상과 계상 사이에는 격왕판을 놓아 여왕벌의 이동을 차단함. 필요 시에는 격왕판을 빼내어 관리해도 무방하나 아까시나무 개화기 꿀이 들어오면 격왕판을 설치함
- 이후 내검을 하면서 단상의 노숙 번데기 벌집은 상단의 계상으로, 계상의 벌이 터져 나온 빈 벌집은 하단의 단상으로 교체하면서 필요에 따라 단상에 벌집 기초틀(소초광)을 넣어 새로운 벌집을 만들고 일벌의 규모에 맞게 벌집 수를 증가시킴. 일벌들이 계속 증가할 경우에는 삼단 계상을 설치함",10호_10호_주간농사정보 제10호 (2023.03.06.~03.12.).txt
2023,11,2,2023-03-13,2023-03-19,모기르기 사전준비,,"❍ 재배 지역별 생태, 숙기, 용도를 고려하여 건전한 볍씨를 준비함
- 고품질 밥쌀용, 특수미, 가공용 등 용도에 맞는 품종 및 순도가 높고 고유특성이 잘 보존된 종자를 선택함
- 신품종 재배는 적응지역, 병해충 저항성 등 재배 안전성을 고려함
❍ 종자는 손 또는 일관자동 파종기로 파종되므로 균일한 파종을 위해 소금물가리기 작업 전에 탈망 작업을 실시함
❍ 종자량은 모를 낼 논에 소요되는 육묘상자를 고려하여 약 10% 정도 여유 있게 준비함
❍ 모기르기에 필요한 모판흙, 상자, 소독약제 등의 자재를 준비함
❍ 시판상토를 구입할 때는 시험연구기관의 위탁시험 결과가 첨부된 상토 중 우수하다고 인정되는 상토를 사용함",11호_11호_주간농사정보 제11호 (2023.03.13.~03.19.).txt
2023,11,3,2023-03-13,2023-03-19,볍씨 고르기 및 소독,벼,"❍ (까락제거 및 소금물가리기) 자가 채종종자는 충실한 볍씨 선별을 위하여 까락제거 후 소금물가리기를 실시함
- 소금물가리기를 할 때 물의 비중은 메벼 1.13(물 20ℓ+소금 4.24kg), 찰벼는 비중 1.04(물 20ℓ+소금 1.36kg)가 적당함
- 소금물가리기는 3~10분 이내로 한 후 바로 깨끗한 물로 씻은 후 그늘에 말려 볍씨 소독까지 보관하거나 바로 볍씨 소독 함
❍ (약제침지소독법) 적용약제를 물 20ℓ에 종자 10kg을 볍씨발아기(온탕소독기)를 사용하여 30℃에 48시간 담가 소독한 후 깨끗한 물로 2~3회 세척 후 싹틔우기 실시함
❍ 구입한 지 오래된 발아기는 온도 조절장치의 센서 점검, 설정 온도와 실제 물의 온도가 같은지 확인함
❍ 물 온도를 30℃까지 높인 후 약제 희석 후 종자 넣어 줌
❍ 종자의 발아세가 다른 품종을 함께 소독, 침종 및 최아 할 경우 발아가 균일하지 못하게 되므로 분리하여 소독함
❍ (온탕소독방법) 물 100ℓ에 마른상태 벼 종자* 10kg을 60℃에 10분간 담가 소독하고 냉수에 10분 이상 종자를 담금
- (종자침종) 균일한 싹틔우기를 위해 20℃, 5일간 담가 종자에 충분히 물을 흡수시킴
- (싹틔우기) 침종한 종자는 물기를 제거한 후 30~32℃에 어두운 조건에서 보통 1일 정도 두어 하얀 싹 길이를 1㎜ 내외로 키우면 적당함",11호_11호_주간농사정보 제11호 (2023.03.13.~03.19.).txt
2023,11,4,2023-03-13,2023-03-19,맥류 관리,,"❍ 잦은 강우로 인한 습해 및 갑작스러운 꽃샘추위 한파 피해 방지를 위해 포장 내 배수로 정비가 필요함
- 습해와 잎이 누렇게 변하는 것을 예방하기 위해 물길 정비",11호_11호_주간농사정보 제11호 (2023.03.13.~03.19.).txt
2023,11,5,2023-03-13,2023-03-19,감자 봄재배,감자,"❍ 아주심을 때 알맞은 감자싹의 길이는 3~5cm 정도이며 뿌리가 잘 발달해야 심은 후 뿌리내림이 양호하고 초기생육도 왕성하게 됨
- 싹을 틔워 아주심는 시기는 남부지방은 3월 상순~중순이며 중부지방은 3월 하순~4월 상순임
- 싹틔움상에서 너무 오랫동안 키워 잎이 전개된 씨감자는 뿌리가 많이 끊기고 수분 증산이 많아 뿌리내림이 늦어지므로 잎이 전개되기 직전에 아주 심는 것이 바람직함
❍ 감자밭은 아주심기 하루 전이나 심는 날 땅을 고른 후에 이랑을 만들며 늦서리의 피해가 적은 지역에서는 일찍 심을수록 좋음
- 싹틔움상에서 씨감자를 채취할 때는 채취 하루 전 또는 2~3시간 전에 물을 충분히 주어 뿌리가 끊어지지 않게 함
- 아주심기 전에 이랑 사이는 1줄로 심는 경우 60~80cm로 하고 2줄로 심을 때는 이랑폭을 100cm 정도 만들어 포기사이를 20~30cm로 심음
- 비닐피복 재배할 때는 감자싹이 완전히 묻히도록 10~20cm 두께로 흙을 덮고 전용 제초제를 살포 후 비닐로 덮어줌",11호_11호_주간농사정보 제11호 (2023.03.13.~03.19.).txt
2023,11,6,2023-03-13,2023-03-19,고구마 육묘,고구마,"❍ 고구마 재배를 위해 10a에 필요한 묘는 4,500~7,100본 정도이고 매회 1,500~2,200본의 싹을 생산할 수 있는 씨고구마를 준비함
- 씨고구마 1kg에 묘 생산량은 20~30개이므로 10a에 필요한 양은 75~100kg 정도임
- 큰 씨고구마는 작은 씨고구마에 비하여 싹이 튼튼하고 좋으나 같은 중량에서 생산되는 싹의 수가 적음
- 작은 씨고구마는 같은 중량에서 생산되는 싹의 수가 많으며 육묘 환경만 좋으면 우수한 싹을 생산할 수 있음
❍ 씨고구마의 선택은 병들지 않은 건전한 고구마, 품종 고유의 특성을 가진 고구마, 저장 중 냉해를 입지 않은 고구마, 재배작형에 알맞은 품종 선택이 중요함
- 검은무늬병, 건부병 등의 피해를 입은 고구마는 사용하지 않음
- 냉해를 입은 고구마는 양끝이 갈색으로 썩은 것이 많고 잘라보면 광택이 없으며 유액이 적게나옴
- 8월에 햇고구마를 출하하는 경우 괴근 비대가 빠른 주요품종으로 풍원미, 신자미 등이 있음
❍ 씨고구마로 전염되는 검은무늬병, 검은점박이병 등의 병 발생이 우려되므로 전용약제 분의 소독 또는 47~48℃에 40분간 온탕소독 실시
❍ 묘상의 폭은 120~130cm가 묘상관리 및 채묘작업에 용이하고 묘상과 묘상사이는 30cm가 적당함
❍ 씨고구마를 묻고 1차 채묘까지의 기간은 비닐하우스 안에서 전열온상은 30일, 양열온상은 40일 정도임",11호_11호_주간농사정보 제11호 (2023.03.13.~03.19.).txt
2023,11,7,2023-03-13,2023-03-19,종자 공급 및 사전준비,"보리,팥","❍ 봄 파종 보리․밀, 콩․팥 정부보급종 종자 신청
- 보급종은 품종 특성을 미리 알아보고 해당 지역에 공급되는 품종을 기간 내에 시군농업기술센터, 읍․면 농업인상담소(읍․면동 농업인상담소가 없을 경우 읍․면사무소)에 희망품종과 물량을 신청
❍ 지역 특성을 고려하여 재배방법에 따라 우량종자를 준비토록 하며 농약 및 전용비료 등 각종 농자재는 미리 준비함
❍ 콩․팥 정부보급종 종자 신청(국립종자원 홈페이지 공지)
- 일반신청 추진일정
- 공급계획 품종",11호_11호_주간농사정보 제11호 (2023.03.13.~03.19.).txt
